ANALYTE_ACCESSION	ANALYTE_PREFERRED	CLUSTER_SUBUNIT_GENE_IDS	CLUSTER_SUBUNIT_GENE_SYMBOLS	CLUSTER_SUBUNIT_UNIPROT_IDS	CLUSTER_SUBUNIT_UNIPROT_NAMES	GENE_ADDITIONAL_NAMES	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	IX_SYNONYMS	LINK	MESH_ID	MESH_NAME	OFFICIAL_GENE_NAME	OMIM_ID	ORTHOLOG_IDS	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	PROTEIN_ONTOLOGY_URL	SHEN_ORR_ID	TAXONOMY_ID	TYPOGRAPHICAL_VARIATIONS	UNIPROT_ALT_PROT_NAMES	UNIPROT_ID	UNIPROT_PROTEIN_NAME	UNIQUE_ID
ANA696	Xcl1					small inducible cytokine subfamily C, member 1 (lymphotactin);lymphotaxin;lymphotactin;smallinducible cytokine C1;c motif chemokine 1;cytokine SCM1;	LTN;ATAC;Lptn;SCM-1;Scyc1;SCM-1a;AI661682;	16963	MGI:104593	Xcl1	xcl-1;xcl1;ltn;c motif chemokine 1;lymphotactin;chemokine (c motif) ligand 1;scm1;small-inducible cytokine c1;cytokine scm-1;scm1a;scm-1-alpha;atac;lymphotactin-like chemokine;scyc1;scm-1;scm-1a;lptn;xc chemokine ligand 1;	http://www.ncbi.nlm.nih.gov/gene/?term=16963	-	-	chemokine (C motif) ligand 1	600250	6375	PR:000002140	lymphotactin	lymphotactin ATAC;C motif chemokine 1;LTN;Lptn;SCM-1-alpha;SCYC1;XC chemokine ligand 1;XCL1PRO-short-label;cytokine SCM-1;lymphotaxin;small-inducible cytokine C1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000002140	303	10090	-	C motif chemokine 1;Cytokine SCM-1;Lymphotaxin;Small-inducible cytokine C1;	XCL1_MOUSE	Lymphotactin	CID_176
ANA697	Xcr1					C motif-1/lymphotactin receptor;SCM1 receptor;XC chemokine receptor 1;chemokine (C motif) XC receptor 1;chemokine XC receptor 1;lymphotactin receptor	Ccxcr1;Gpr5;mXcr1;	23832	MGI:1346338	Xcr1	-	http://www.ncbi.nlm.nih.gov/gene/?term=23832	-	-	chemokine (C motif) receptor 1	600552	2829	PR:000001212	chemokine XC receptor 1	GPR5;XC chemokine receptor 1;SCM1 receptor;lymphotactin receptor;XCR1;G-protein coupled receptor 5;mXCR1;CCXCR1;chemokine receptor XCR1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001212	-	10090	-	-	-	-	CID_200
ANA698	il18r1					CD218 antigen-like family member A;IL-18R-1;IL-18R1;IL-1Rrp;IL1 receptor-related protein;IL1R-rp;interleukin 1 receptor related protein;	Il1rrp;Il18ralpha;	16182	MGI:105383	il18r1	-	http://www.ncbi.nlm.nih.gov/gene/?term=16182	-	-	interleukin 18 receptor 1	604494	8809	PR:000001377	interleukin-18 receptor 1	CD218 antigen-like family member A;CD218a;CDw218a;IL-18R-1;IL-18R1;IL-1Rrp;IL1 receptor-related protein;IL18R1PRO-short-label;IL1R-rp;IL1RRP;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001377	-	10090	-	IL-18R-1;IL-18R1;CD218 antigen-like family member A;IL1 receptor-related protein;IL-1Rrp;IL1R-rp;CD218a;	IL18R_MOUSE	Interleukin-18 receptor 1	CID_275
ANA699	NGF					-	Beta-NGF; HSAN5; NGFB	4803	HGNC:7808	NGF	-	http://www.ncbi.nlm.nih.gov/gene/?term=4803	-	-	nerve growth factor (beta polypeptide)	-		-	-	-	-	-	9606	-	-	-	-	-
ANA7	CCL16					smallinducible cytokine A16;small inducible cytokine subfamily A (CysCys), member 16;lymphocyte and monocyte chemoattractant;monotactin1;liver CC chemokine1;new CC chemokine 4;liverexpressed chemokine;chemokine LEC;IL10inducible chemokine;chemokine CC4;CC motif chemokine 16;	LEC;LMC;NCC4;CKb12;HCC-4;LCC-1;Mtn-1;NCC-4;SCYL4;ILINCK;SCYA16;	6360	HGNC:10614	CCL16	ccl-16;lymphocyte and monocyte chemoattractant;ilinck;chemokine cc-4;hcc-4;scya16;scyl4;chemokine (c-c motif) ligand 16;small-inducible cytokine a16;c-c motif chemokine 16;ncc4;mtn1;mgc117051;ccl-16;liver-expressed chemokine;ckb-12;lcc1;il-10-inducible chemokine;chemokine lec;ckb12;lmc;ncc-4;lec;monotactin-1;lcc-1;mtn-1;hcc4;	http://www.ncbi.nlm.nih.gov/gene/?term=6360	-	-	chemokine (C-C motif) ligand 16	601394	-	PR:000001988	C-C motif chemokine 16	lymphocyte and monocyte chemoattractant;CCL16;chemokine CC-4;SCYA16;chemokine LEC;NCC-4;LCC-1;MTN-1;liver-expressed chemokine;LMC;NCC4;HCC-4;IL-10-inducible chemokine;small-inducible cytokine A16;ILINCK;monotactin-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001988	251	9606	-	Chemokine CC-4;HCC-4;Chemokine LEC;IL-10-inducible chemokine;LCC-1;Liver-expressed chemokine;Lymphocyte and monocyte chemoattractant;LMC;Monotactin-1;MTN-1;NCC-4;Small-inducible cytokine A16;	CCL16_HUMAN	C-C motif chemokine 16	CID_16
ANA70	CXCL5					CXC motif chemokine 5;epithelialderived neutrophilactivating protein 78;neutrophilactivating peptide ENA78;small inducible cytokine subfamily B (CysXCys), member 5 (epithelialderived neutrophilactivating peptide 78);neutrophilactivating protein 78;	SCYB5;ENA-78;	6374	HGNC:10642	CXCL5	Chemokine_CXCL5;ena-78;cxcl-5;small-inducible cytokine b5;cxcl5;scyb5;lix;c-x-c motif chemokine 5;cytokine lix;epithelial-derived neutrophil-activating protein 78;amcf2;ena78;amcf-2;neutrophil-activating peptide ena-78;chemokine (c-x-c motif) ligand 5;	http://www.ncbi.nlm.nih.gov/gene/?term=6374	D054365	Chemokine CXCL5	chemokine (C-X-C motif) ligand 5	600324	20311	PR:000006071	C-X-C motif chemokine 5	neutrophil-activating peptide ENA-78;cytokine LIX;epithelial-derived neutrophil-activating protein 78;small-inducible cytokine B5;ENA78;ENA-78(1-78);CXCL5;SCYB5;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006071	295	9606	C-X-C motif chemokine 5;CXCL5;Chemokine CXCL5;	ENA-78(1-78);Epithelial-derived neutrophil-activating protein 78;Neutrophil-activating peptide ENA-78;Small-inducible cytokine B5;	CXCL5_HUMAN	ENA-78(9-78)	CID_49
ANA700	PAPPA					-	ASBABP2; DIPLA1; IGFBP-4ase; PAPA; PAPP-A; PAPPA1	5069	HGNC:8602	PAPPA	-	http://www.ncbi.nlm.nih.gov/gene/?term=5069	-	-	pregnancy-associated plasma protein A, pappalysin 1	-		-	-	-	-	-	9606	-	-	-	-	-
ANA701	BDNF					-	ANON2; BULN2	627	HGNC:1033	BDNF	-	http://www.ncbi.nlm.nih.gov/gene/?term=627	-	-	brain-derived neurotrophic factor	-		-	-	-	-	-	9606	-	-	-	-	-
ANA702	VCAM1					-	CD106; INCAM-100	7412	HGNC:12663	VCAM1	-	http://www.ncbi.nlm.nih.gov/gene/?term=7412	-	-	vascular cell adhesion molecule 1	-		-	-	-	-	-	9606	-	-	-	-	-
ANA703	PRTN3					-	ACPA; AGP7; C-ANCA; CANCA; MBN; MBT; NP-4; NP4; P29; PR-3; PR3	5657	HGNC:9495	PRTN3	-	http://www.ncbi.nlm.nih.gov/gene/?term=5657	-	-	proteinase 3	-		-	-	-	-	-	9606	-	-	-	-	-
ANA704	AFP					-	AFPD; FETA; HPAFP	174	HGNC:317	AFP	-	http://www.ncbi.nlm.nih.gov/gene/?term=174	-	-	alpha-fetoprotein	-		-	-	-	-	-	9606	-	-	-	-	-
ANA705	ICAM1					-	BB2; CD54; P3.58	3383	HGNC:5344	ICAM1	-	http://www.ncbi.nlm.nih.gov/gene/?term=3383	-	-	intercellular adhesion molecule 1	-		-	-	-	-	-	9606	-	-	-	-	-
ANA706	IGFBP3					-	BP-53; IBP3	3486	HGNC:5472	IGFBP3	-	http://www.ncbi.nlm.nih.gov/gene/?term=3486	-	-	insulin-like growth factor binding protein 3	-		-	-	-	-	-	9606	-	-	-	-	-
ANA707	MPO					-	-	4353	HGNC:7218	MPO	-	http://www.ncbi.nlm.nih.gov/gene/?term=4353	-	-	myeloperoxidase	-		-	-	-	-	-	9606	-	-	-	-	-
ANA708	SERPINE1					-	PAI; PAI-1; PAI1; PLANH1	5054	HGNC:8583	PAI1	-	http://www.ncbi.nlm.nih.gov/gene/?term=5054	-	-	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	-		-	-	-	-	-	9606	-	-	-	-	-
ANA709	VEGFA					-	MVCD1; VEGF; VPF	7422	HGNC:12680	VEGFA	-	http://www.ncbi.nlm.nih.gov/gene/?term=7422	-	-	vascular endothelial growth factor A	-		-	-	-	-	-	9606	-	-	-	-	-
ANA71	CXCL6					smallinducible cytokine B6;chemokine (CXC motif) ligand 6 (granulocyte chemotactic protein 2);chemokine alpha 3;CXC motif chemokine 6;small inducible cytokine subfamily B (CysXCys), member 6 (granulocyte chemotactic protein 2);granulocyte chemotactic protein 2;Small inducible cytokine subfamily B (CysXCys), member b;	GCP2;CKA-3;GCP-2;SCYB6;	6372	HGNC:10643	CXCL6	-	http://www.ncbi.nlm.nih.gov/gene/?term=6372	D054427	Chemokine CXCL6	chemokine (C-X-C motif) ligand 6	138965	-	PR:000006072	C-X-C motif chemokine 6	GCP2;chemokine alpha 3;granulocyte chemotactic protein 2;GCP-2;CKA-3;SCYB6;CXCL6;small-inducible cytokine B6;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006072	-	9606	Chemokine CXCL6;CXCL6;	Chemokine alpha 3;CKA-3;Granulocyte chemotactic protein 2;GCP-2;Small-inducible cytokine B6;	CXCL6_HUMAN	Small-inducible cytokine B6, N-processed variant 3	CID_50
ANA710	FIGF					-	VEGF-D; VEGFD	2277	HGNC:3708	FIGF	-	http://www.ncbi.nlm.nih.gov/gene/?term=2277	-	-	c-fos induced growth factor (vascular endothelial growth factor D)	-		-	-	-	-	-	9606	-	-	-	-	-
ANA712	SELE					-	CD62E; ELAM; ELAM1; ESEL; LECAM2	6401	HGNC:10718	SELE	-	http://www.ncbi.nlm.nih.gov/gene/?term=6401	-	-	selectin E	-		-	-	-	-	-	9606	-	-	-	-	-
ANA713	IGF1					-	IGF-I; IGF1A; IGFI	3479	HGNC:5464	IGF1	-	http://www.ncbi.nlm.nih.gov/gene/?term=3479	-	-	insulin-like growth factor 1 (somatomedin C)	-		-	-	-	-	-	9606	-	-	-	-	-
ANA714	LEP					-	LEPD; OB; OBS	3952	HGNC:6553	LEP	-	http://www.ncbi.nlm.nih.gov/gene/?term=3952	-	-	leptin	-		-	-	-	-	-	9606	-	-	-	-	-
ANA715	PIGF					-	-	5281	HGNC:8962	PIGF	-	http://www.ncbi.nlm.nih.gov/gene/?term=5281	-	-	phosphatidylinositol glycan anchor biosynthesis, class F	-		-	-	-	-	-	9606	-	-	-	-	-
ANA716	TSLP					-	-	85480	HGNC:30743	TSLP	-	http://www.ncbi.nlm.nih.gov/gene/?term=85480	-	-	thymic stromal lymphopoietin	-		-	-	-	-	-	9606	-	-	-	-	-
ANA717	IFN1@	3439; 3440; 3441; 3442; 3443; 3444; 3445; 3446; 3447; 3448; 3449; 3451; 3452; 3453; 3461; 3463; 158011	IFNA1; IFNA2; IFNA4; IFNA5; IFNA6; IFNA7; IFNA8; IFNA10; IFNA13; IFNA14; IFNA16; IFNA17; IFNA21; IFNA22P; IFNA11P; IFNA20P; IFNA12P	A0A087WWS6; G9JKF1; L0N195; L0N195; P01562; P01562; P01563; P01566; P01567; P01568; P01569; P01570; P01571; P05013; P05014; P05015; P32881; Q14618; Q14645; Q16054; Q16055; Q6QNB6; Q86UP4; Q9BUA0; Q9UMA4; Q9UMJ2; S6FRS2; V9GZH2; V9GZN5; V9GZU1	Interferon alpha-1/13; Interferon alpha-1/13; Interferon alpha-2; Interferon alpha-10; Interferon alpha-7; Interferon alpha-21; Interferon alpha-5; Interferon alpha-14; Interferon alpha-17; Interferon alpha-6; Interferon alpha-4; Interferon alpha-16;Interferon alpha-8	-	IFN1@; IFNA	3438	HGNC:5415	IFNA	-	http://www.ncbi.nlm.nih.gov/gene/?term=3438	-	-	interferon, type 1, cluster	-	-	-	-	-	-	-	9606	-	-	-	-	-
ANA72	CXCL8					betathromboglobulinlike protein;beta endothelial cellderived neutrophil activating peptide;emoctakin;granulocyte chemotactic protein 1;neutrophilactivating peptide 1;lung giant cell carcinomaderived chemotactic protein;monocytederived neutrophil chemotactic factor;Tcell chemotactic factor;alveolar macrophage chemotactic factor I;small inducible cytokine subfamily B, member 8;tumor necrosis factorinduced gene 1;interleukin8;interleukin 8;monocytederived neutrophilactivating peptide;lymphocyte derived neutrophil activating peptide;	IL8;NAF;GCP1;LECT;LUCT;NAP1;GCP-1;LYNAP;MDNCF;MONAP;NAP-1;	3576	HGNC:6025	IL8	il-8;leukocyte adhesion inhibitor;fibroblast-derived neutrophil-activating protein;ncp;ncf;embryo fibroblast protein 1;plf;neutrophil chemotactic protein;endothelial cell neutrophil-activating peptide;anionic neutrophil-activating peptide;mdnap;interleukin 8;neutrophil-activating protein 1;cxcl8;moc;tsg1;ednap;cef4;emf-1;nap-1;luct;finap;monap;monocyte-derived neutrophil chemotactic factor;ldnap;granulocyte chemotactic factor;fibroblast-derived neutrophil-activating peptide;neutrophil-activating protein-1;gcp1;granulocyte chemotactic protein 1;il8;fdnap;lymphocyte-derived neutrophil-activating peptide;lynap;lung carcinoma-derived chemotaxin;hl-60-derived apoptosis inducing factor;leukocyte-derived neutrophil-activating peptide;alveolar macrophage chemotactic factor-1;enap;ct/il8;neutrophil chemotactic factor;cxcl-8;protein 3-10c;aif;granulocyte chemotactic peptide;naf;cef-4;tcf;chemotaxin;monocyte-derived neutrophil-activating peptide;lai;amcf1;neutrophil-activating factor;monocyte-derived chemotaxin;gcp;mdncf;gcp-1;endothelial-derived neutrophil-activating peptide;nap1;c-x-c motif chemokine 8;interleukin-8;alveolar macrophage chemotactic factor 1;lect;psoriatic leukotactic factor;tsg-1;emoctakin;anap;t-cell chemotactic factor;amcf-1;gcf;	http://www.ncbi.nlm.nih.gov/gene/?term=3576	D016209	Interleukin-8	chemokine (C-X-C motif) ligand 8	146930	-	PR:000001395	interleukin-8	GCP-1;emoctakin;granulocyte chemotactic protein 1;MDNCF;CXCL8;T-cell chemotactic factor;IL-8;monocyte-derived neutrophil-activating peptide;NAP-1;neutrophil-activating protein 1;MONAP;protein 3-10C;IL8;monocyte-derived neutrophil chemotactic factor;C-X-C motif chemokine 8;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001395	177	9606	C-X-C motif chemokine 8;Chemokine CXCL8;IL 8;IL-8;IL8;Interleukin-8;	IL-8;C-X-C motif chemokine 8;Chemokine (C-X-C motif) ligand 8;Emoctakin;Granulocyte chemotactic protein 1;GCP-1;Monocyte-derived neutrophil chemotactic factor;MDNCF;Monocyte-derived neutrophil-activating peptide;MONAP;Neutrophil-activating protein 1;NAP-1;Protein 3-10C;T-cell chemotactic factor;GCP/IL-8 protein IV;IL8/NAP1 form I;(Ala-IL-8)77;GCP/IL-8 protein II;IL-8(1-77);IL8/NAP1 form II;MDNCF-b;(Ser-IL-8)72;GCP/IL-8 protein I;IL8/NAP1 form III;Lymphocyte-derived neutrophil-activating factor;LYNAP;MDNCF-c;Neutrophil-activating factor;NAF;GCP/IL-8 protein V;IL8/NAP1 form IV;GCP/IL-8 protein VI;IL8/NAP1 form V;GCP/IL-8 protein III;IL8/NAP1 form VI;	IL8_HUMAN	IL-8(9-77)	CID_52
ANA73	CXCL9					monokine induced by interferongamma;smallinducible cytokine B9;monokine induced by gamma interferon;gammainterferoninduced monokine;CXC motif chemokine 9;	CMK;MIG;Humig;SCYB9;crg-10;	4283	HGNC:7098	CXCL9	cxcl-9;chemokine (c-x-c motif) ligand 9;m119;cxcl9;small-inducible cytokine b9;monokine induced by gamma-interferon;gamma-interferon-induced monokine;humig;c-x-c motif chemokine 9;crg10;cmk;scyb9;crg-10;mig;	http://www.ncbi.nlm.nih.gov/gene/?term=4283	D054370	Chemokine CXCL9	chemokine (C-X-C motif) ligand 9	601704	17329	PR:000006073	C-X-C motif chemokine 9	MIG;M119;gamma-interferon-induced monokine;SCYB9;small-inducible cytokine B9;CMK;CXCL9;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006073	273	9606	C-X-C motif chemokine 9;CXCL9;Chemokine CXCL9;	Gamma-interferon-induced monokine;Monokine induced by interferon-gamma;HuMIG;MIG;Small-inducible cytokine B9;	CXCL9_HUMAN	C-X-C motif chemokine 9	CID_53
ANA74	CXCR1					C-X-C chemokine receptor type 1;CXC-R1;CXCR-1;IL-8 receptor type 1;IL-8R A;high affinity interleukin-8 receptor A;interleukin 8 receptor, alpha;interleukin-8 receptor type 1;interleukin-8 receptor type A;	C-C;C-C-CKR-1;CD128;CD181;CDw128a;CKR-1;CMKAR1;IL8R1;IL8RA;IL8RBA;	3577	HGNC:6026	CXCR1	-	http://www.ncbi.nlm.nih.gov/gene/?term=3577	-	-	chemokine (C-X-C motif) receptor 1	146929	227288	PR:000001256	high affinity interleukin-8 receptor A	CMKAR1;IL8RA;CXCR-1;IL-8R A;IL-8 receptor type 1;CXC-R1;CDw128a;CXCR1;CD181;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001256	-	9606	-	CXC-R1;CXCR-1;CDw128a;High affinity interleukin-8 receptor A;IL-8R A;IL-8 receptor type 1;	CXCR1_HUMAN	C-X-C chemokine receptor type 1	CID_213
ANA75	CXCR2					C-X-C chemokine receptor type 2;CXC-R2;CXCR-2;CXCR2 gene for IL8 receptor type B;GRO/MGSA receptor;IL-8 receptor type 2;IL-8R B;chemokine (CXC) receptor 2;high affinity interleukin-8 receptor B;interleukin 8 receptor B;interleukin 8 receptor type 2;interleukin 8 receptor, beta;interleukin-8 receptor type B;	CD182;CDw128b;CMKAR2;IL8R2;IL8RA;IL8RB;	3579	HGNC:6027	CXCR2	-	http://www.ncbi.nlm.nih.gov/gene/?term=3579	-	-	chemokine (C-X-C motif) receptor 2	146928	12765	PR:000001257	high affinity interleukin-8 receptor B	IL-8R B;IL-8 receptor type 2;Gpcr16;CD182;IL8RB;Cmkar2;CXCR-2;GRO/MGSA receptor;CXCR2;CXC-R2;CDw128b;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001257	-	9606	-	CXC-R2;CXCR-2;CDw128b;GRO/MGSA receptor;High affinity interleukin-8 receptor B;IL-8R B;IL-8 receptor type 2;	CXCR2_HUMAN	C-X-C chemokine receptor type 2	CID_214
ANA76	CXCR3					-	CD182;CD183;CKR-L2;CMKAR3;GPR9;IP10-R;Mig-R;MigR;	2833	HGNC:4540	CXCR3	-	http://www.ncbi.nlm.nih.gov/gene/?term=2833	-	-	chemokine (C-X-C motif) receptor 3	300574	12766	PR:000001207	C-X-C chemokine receptor type 3	CXC-R3;CXCR3;G-protein coupled receptor 9;CKR-L2;Cmkar3;interferon-inducible protein 10 receptor;chemokine receptor CXCR3;IP-10 receptor;CD183;GPR9;CXCR-3;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001207	-	9606	-	CXC-R3;CXCR-3;CKR-L2;G protein-coupled receptor 9;Interferon-inducible protein 10 receptor;IP-10 receptor;	CXCR3_HUMAN	C-X-C chemokine receptor type 3	CID_201
ANA77	CXCR4					C-X-C chemokine receptor type 4;CD184 antigen;LPS-associated protein 3;SDF-1 receptor;fusin;leukocyte-derived seven transmembrane domain receptor;lipopolysaccharide-associated protein 3;neuropeptide Y receptor Y3;seven transmembrane helix receptor;seven-transmembrane-segment receptor, spleen;stromal cell-derived factor 1 receptor;	CD184;D2S201E;FB22;HM89;HSY3RR;LAP-3;LAP3;LCR1;LESTR;NPY3R;NPYR;NPYRL;NPYY3R;WHIM;	7852	HGNC:2561	CXCR4	-	http://www.ncbi.nlm.nih.gov/gene/?term=7852	-	-	chemokine (C-X-C motif) receptor 4	162643	12767	PR:000001208	C-X-C chemokine receptor type 4	SDF-1 receptor;stromal cell-derived factor 1 receptor;PB-CKR;pre-B-cell-derived chemokine receptor;FB22;CXCR-4;Sdf1r;LCR1;HM89;fusin;chemokine receptor CXCR4;CXC-R4;NPYRL;Cmkar4;CD184;LESTR;CXCR4;leukocyte-derived seven transmembrane domain receptor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001208	-	9606	-	CXC-R4;CXCR-4;FB22;Fusin;HM89;LCR1;Leukocyte-derived seven transmembrane domain receptor;LESTR;Lipopolysaccharide-associated protein 3;LAP-3;LPS-associated protein 3;NPYRL;Stromal cell-derived factor 1 receptor;SDF-1 receptor;	CXCR4_HUMAN	C-X-C chemokine receptor type 4	CID_234
ANA78	CXCR5					Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5);Burkitt lymphoma receptor 1, GTP-binding protein;C-X-C chemokine receptor type 5;CXC-R5;CXCR-5;MDR-15;monocyte-derived receptor 15;	BLR1;CD185;MDR15;	643	HGNC:1060	CXCR5	-	http://www.ncbi.nlm.nih.gov/gene/?term=643	-	-	chemokine (C-X-C motif) receptor 5	601613	12145	PR:000001209	C-X-C chemokine receptor type 5	monocyte-derived receptor 15;chemokine receptor CXCR5;Gpcr6;BLR1;MDR15;MDR-15;CXCR-5;CXC-R5;burkitt lymphoma receptor 1;CXCR5;burkitt lymphoma receptor 1 homolog;CD185;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001209	-	9606	-	CXC-R5;CXCR-5;Burkitt lymphoma receptor 1;Monocyte-derived receptor 15;MDR-15;	CXCR5_HUMAN	C-X-C chemokine receptor type 5	CID_180
ANA79	CXCR6					C-X-C chemokine receptor type 6;CDw186;CXC-R6;CXCR-6;G protein-coupled receptor;G-protein coupled receptor STRL33;G-protein coupled receptor bonzo;	BONZO;CD186;STRL33;TYMSTR;	10663	HGNC:16647	CXCR6	-	http://www.ncbi.nlm.nih.gov/gene/?term=10663	-	-	chemokine (C-X-C motif) receptor 6	605163	80901	PR:000001210	C-X-C chemokine receptor type 6	CDw186;CXCR6;TYMSTR;STRL33;G-protein coupled receptor STRL33;BONZO;CXC-R6;CXCR-6;CD186;chemokine receptor CXCR6;G-protein coupled receptor bonzo;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001210	-	9606	-	CXC-R6;CXCR-6;CDw186;G-protein coupled receptor STRL33;G-protein coupled receptor bonzo;	CXCR6_HUMAN	C-X-C chemokine receptor type 6	CID_251
ANA8	CCL17					CC chemokine TARC;smallinducible cytokine A17;thymus and activationregulated chemokine;CC motif chemokine 17;small inducible cytokine subfamily A (CysCys), member 17;T celldirected CC chemokine;	TARC;ABCD-2;SCYA17;A-152E5.3;	6361	HGNC:10615	TARC	ccl17;	http://www.ncbi.nlm.nih.gov/gene/?term=6361	D054414	Chemokine CCL17	chemokine (C-C motif) ligand 17	601520	20295	PR:000001989	C-C motif chemokine 17	SCYA17;thymus and activation-regulated chemokine;small-inducible cytokine A17;CCL17;CC chemokine TARC;TARC;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001989	221	9606	C-C motif chemokine 17;CCL17;CCL-17;Chemokine CCL17;	CC chemokine TARC;Small-inducible cytokine A17;Thymus and activation-regulated chemokine;	CCL17_HUMAN	C-C motif chemokine 17	CID_17
ANA80	EBI3					EpsteinBarr virus induced gene 3;IL35 subunit;EBVinduced gene 3 protein;cytokine receptor;IL27 subunit beta;IL27 subunit;interleukin27 subunit beta;epsteinBarr virusinduced gene 3 protein;	IL27B;IL-27B;	10148	HGNC:3129	EBI3	-	http://www.ncbi.nlm.nih.gov/gene/?term=10148	-	-	Epstein-Barr virus induced 3	605816	50498	PR:000001386	interleukin-27 subunit beta	epstein-Barr virus-induced gene 3 protein;epstein-Barr virus-induced gene 3 protein homolog;EBV-induced gene 3 protein;Il17b;EBI3;IL-27B;IL-27 subunit beta;IL27B;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001386	-	9606	-	IL-27 subunit beta;IL-27B;Epstein-Barr virus-induced gene 3 protein;EBV-induced gene 3 protein;	IL27B_HUMAN	Interleukin-27 subunit beta	CID_121
ANA800	IL12	3592;3593	IL12A;IL12B	IL12A_HUMAN;IL12B_HUMAN	Interleukin-12 subunit alpha;Interleukin-12 subunit beta					IL12p70								PR:000044524	interleukin-12 complex (human)	hIL12;IL-12 (human)	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000044524		9606					
ANA801	IL17	3605;112744	IL17A;IL17F	IL17_HUMAN;IL17F_HUMAN	Interleukin-17A;Interleukin-17F					IL17								PR:000044528	interleukin 17F/17A heterodimer (human)	hIL17F;;hIL17A	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000044528 		9606					
ANA802	IL23	51561;3593	IL23A;IL12B 	IL23A_HUMAN;IL12B_HUMAN	Interleukin-23 subunit alpha;Interleukin-12 subunit beta					IL23								PR:000044525	interleukin-23 complex (human)	hIL23;IL-23 (human)	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000044525		9606					
ANA803	PDGF	5154;5155	PDGFA;PDGFB	PDGFA_HUMAN;PDGFB_HUMAN	Platelet-derived growth factor subunit A;Platelet-derived growth factor subunit B					PDGF								PR:000044755	platelet-derived growth factor complex AB dimer (human)	hPDGF-AB;PDGF AB dimer (human)	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000044755		9606					
ANA804	CD14					myeloid cell-specific leucine-rich glycoprotein;monocyte differentiation antigen CD14	-	929	HGNC:1628	CD14					CD14 molecule		12475	PR:000001889	CD14 molecule	CD14;monocyte differentiation antigen CD14; myeloid cell-specific leucine-rich glycoprotein 	http://purl.obolibrary.org/obo/PR_000001889		9606		Myeloid cell-specific leucine-rich glycoprotein;CD14;	CD14_HUMAN	Monocyte differentiation antigen CD14	
ANA805	CD19					B-lymphocyte antigen CD19;B-lymphocyte surface antigen B4;T-cell surface antigen Leu-12;differentiation antigen CD19;	B4; CVID3	930	HGNC:1633 	CD19					CD19 molecule		12478	PR:000001002	CD19 molecule	CD19;B-lymphocyte surface antigen B4; T-cell surface antigen Leu-12; differentiation antigen C	http://purl.obolibrary.org/obo/PR_000001002		9606		B-lymphocyte surface antigen B4,Differentiation antigen CD19,T-cell surface antigen Leu-12;CD19	CD19_HUMAN	B-lymphocyte antigen CD19	
