ANALYTE_ACCESSION	GENE_SYMBOL	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	LINK	OFFICIAL_GENE_NAME	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	TAXONOMY_ID	UNIPROT_ENTRY	UNIPROT_ENTRY_NAME
ANA76	CXCR3	CD182;CD183;CKR-L2;CMKAR3;GPR9;IP10-R;Mig-R;MigR;	2833	HGNC:4540	CXCR3	http://www.ncbi.nlm.nih.gov/gene/?term=2833	chemokine (C-X-C motif) receptor 3	PR:000001207	C-X-C chemokine receptor type 3	CXC-R3;CXCR3;G-protein coupled receptor 9;CKR-L2;Cmkar3;interferon-inducible protein 10 receptor;chemokine receptor CXCR3;IP-10 receptor;CD183;GPR9;CXCR-3;	9606	CXCR3_HUMAN	C-X-C chemokine receptor type 3
ANA77	CXCR4	CD184;D2S201E;FB22;HM89;HSY3RR;LAP-3;LAP3;LCR1;LESTR;NPY3R;NPYR;NPYRL;NPYY3R;WHIM;	7852	HGNC:2561	CXCR4	http://www.ncbi.nlm.nih.gov/gene/?term=7852	chemokine (C-X-C motif) receptor 4	PR:000001208	C-X-C chemokine receptor type 4	SDF-1 receptor;stromal cell-derived factor 1 receptor;PB-CKR;pre-B-cell-derived chemokine receptor;FB22;CXCR-4;Sdf1r;LCR1;HM89;fusin;chemokine receptor CXCR4;CXC-R4;NPYRL;Cmkar4;CD184;LESTR;CXCR4;leukocyte-derived seven transmembrane domain receptor;	9606	CXCR4_HUMAN	C-X-C chemokine receptor type 4
ANA78	CXCR5	BLR1;CD185;MDR15;	643	HGNC:1060	CXCR5	http://www.ncbi.nlm.nih.gov/gene/?term=643	chemokine (C-X-C motif) receptor 5	PR:000001209	C-X-C chemokine receptor type 5	monocyte-derived receptor 15;chemokine receptor CXCR5;Gpcr6;BLR1;MDR15;MDR-15;CXCR-5;CXC-R5;burkitt lymphoma receptor 1;CXCR5;burkitt lymphoma receptor 1 homolog;CD185;	9606	CXCR5_HUMAN	C-X-C chemokine receptor type 5
ANA79	CXCR6	BONZO;CD186;STRL33;TYMSTR;	10663	HGNC:16647	CXCR6	http://www.ncbi.nlm.nih.gov/gene/?term=10663	chemokine (C-X-C motif) receptor 6	PR:000001210	C-X-C chemokine receptor type 6	CDw186;CXCR6;TYMSTR;STRL33;G-protein coupled receptor STRL33;BONZO;CXC-R6;CXCR-6;CD186;chemokine receptor CXCR6;G-protein coupled receptor bonzo;	9606	CXCR6_HUMAN	C-X-C chemokine receptor type 6
ANA8	CCL17	TARC;ABCD-2;SCYA17;A-152E5.3;	6361	HGNC:10615	TARC	http://www.ncbi.nlm.nih.gov/gene/?term=6361	chemokine (C-C motif) ligand 17	PR:000001989	C-C motif chemokine 17	SCYA17;thymus and activation-regulated chemokine;small-inducible cytokine A17;CCL17;CC chemokine TARC;TARC;	9606	CCL17_HUMAN	C-C motif chemokine 17
ANA80	EBI3	IL27B;IL-27B;	10148	HGNC:3129	EBI3	http://www.ncbi.nlm.nih.gov/gene/?term=10148	Epstein-Barr virus induced 3	PR:000001386	interleukin-27 subunit beta	epstein-Barr virus-induced gene 3 protein;epstein-Barr virus-induced gene 3 protein homolog;EBV-induced gene 3 protein;Il17b;EBI3;IL-27B;IL-27 subunit beta;IL27B;	9606	IL27B_HUMAN	Interleukin-27 subunit beta
ANA800	IL12				IL12p70			PR:000044524	interleukin-12 complex (human)	hIL12;IL-12 (human)	9606		
ANA801	IL17				IL17			PR:000044528	interleukin 17F/17A heterodimer (human)	hIL17F;;hIL17A	9606		
ANA802	IL23				IL23			PR:000044525	interleukin-23 complex (human)	hIL23;IL-23 (human)	9606		
ANA803	PDGF				PDGF			PR:000044755	platelet-derived growth factor complex AB dimer (human)	hPDGF-AB;PDGF AB dimer (human)	9606		
ANA804	CD14	-	929	HGNC:1628	CD14		CD14 molecule	PR:000001889	CD14 molecule	CD14;monocyte differentiation antigen CD14; myeloid cell-specific leucine-rich glycoprotein 	9606	CD14_HUMAN	Monocyte differentiation antigen CD14
ANA805	CD19	B4; CVID3	930	HGNC:1633 	CD19		CD19 molecule	PR:000001002	CD19 molecule	CD19;B-lymphocyte surface antigen B4; T-cell surface antigen Leu-12; differentiation antigen C	9606	CD19_HUMAN	B-lymphocyte antigen CD19
ANA806	CD20	B1; S7; Bp35; CD20; CVID5; MS4A2; LEU-16	931	HGNC:7315	CD20		membrane spanning 4-domains A1	PR:000001289	membrane-spanning 4-domains subfamily A member 1	MS4A1;B-cell differentiation antigen Ly-44; B-cell surface antigen CD20; B-lymphocyte antigen CD20; B-lymphocyte surface antigen B1; Bp35; CD20; leukocyte surface antigen Leu-16; lymphocyte antigen 44 	9606	CD20_HUMAN	B-lymphocyte antigen CD20
ANA807	CD24	CD24A	100133941	HGNC:1645	CD24		CD24 molecule	PR:000001932	signal transducer CD24	CD24;HSA; M1/69-J11D heat stable antigen; R13-Ag; X62 heat stable antigen; ly-52; lymphocyte antigen 52; nectadrin; small cell lung carcinoma cluster 4 antigen 	9606	CD24_HUMAN	Signal transducer CD24
ANA808	CD38	ADPRC1; ADPRC 1	952	HGNC:1667	CD38		CD38 molecule	PR:000001408	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38;ADP-ribosyl cyclase 1; I-19; NIM-R5 antigen; T10; cADPr hydrolase 1; cyclic ADP-ribose hydrolase 1 	9606	CD38_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
ANA809	CD3E	T3E; TCRE; IMD18	916	HGNC:1674	CD3		CD3e molecule	PR:000001020	CD3 epsilon	CD3e; T-cell surface antigen T3/Leu-4 epsilon chain,CD3E,T3E 	9606	CD3E_HUMAN	T-cell surface glycoprotein CD3 epsilon chain
ANA81	EGF	URG;HOMG4;	1950	HGNC:3229	EGF	http://www.ncbi.nlm.nih.gov/gene/?term=1950	epidermal growth factor	PR:000006928	pro-epidermal growth factor	EGF;	9606	EGF_HUMAN	Epidermal growth factor
ANA810	CD8A	CD8; MAL; p32; Leu2	925	HGNC:1706	CD8		CD8a molecule	PR:000001084	T-cell surface glycoprotein CD8 alpha chain	CD8a; T-cell surface glycoprotein Lyt-2; T-lymphocyte differentiation antigen T8/Leu-2	9606	CD8A_HUMAN	T-cell surface glycoprotein CD8 alpha chain
ANA811	FCG3A	CD16; FCG3; CD16A; FCGR3; IGFR3; IMD20; FCR-10; FCRIII; FCGRIII; FCRIIIA	2214	HGNC:3619	CD16		Fc fragment of IgG receptor IIIa	PR:000001484	low affinity immunoglobulin gamma Fc region receptor III-A	CD16a; CD16a antigen; Fc-gamma RIII-alpha; Fc-gamma RIIIa; FcRIIIa; IgG Fc receptor III-2	9606	FCG3A_HUMAN	Low affinity immunoglobulin gamma Fc region receptor III-A
ANA812	HLA-DRA	HLA-DRA1	3122	HGNC:4947	HLADR		major histocompatibility complex, class II, DR alpha	PR:000002015	MHC class II histocompatibility antigen alpha chain HLA-DRA	HLA-DRA;H2-IE-alpha; MHC class II antigen DRA 	9606	DRA_HUMAN	HLA class II histocompatibility antigen, DR alpha chain
ANA813	IGHD	-	3495	HGNC:5480	IgD		immunoglobulin heavy constant delta	PR:00000895	Ig delta chain C region	-	9606	IGHD_HUMAN	Ig delta chain C region
ANA814	ITAX	CD11C; SLEB6	3687	HGNC:6152	CD11c		integrin subunit alpha X	PR:000001013	integrin alpha-X	CD11 antigen-like family member C; CD11c; Leu M5; leukocyte adhesion glycoprotein p150,95 alpha chain; leukocyte adhesion receptor p150,95 	9606	ITAX_HUMAN	Integrin alpha-X
ANA815	NCAM1	CD56; NCAM; MSK39	4684	HGNC:7656	CD56		neural cell adhesion molecule 1	PR:00000102	neural cell adhesion molecule 1	CD56; N-CAM-1; NCAM-1 	9606	NCAM1_HUMAN	Neural cell adhesion molecule 1
ANA816	PTPRC	PTPRC;LCA; LY5; B220; CD45; L-CA; T200; CD45R; GP180	5788	HGNC:9666	CD45RA		protein tyrosine phosphatase, receptor type C	PR:000001015	receptor-type tyrosine-protein phosphatase C isoform CD45RA	CD45RA;PTPRC/iso:CD45RA 	9606	PTPRC_HUMAN	Receptor-type tyrosine-protein phosphatase C
ANA82	EGFR	ERBB;ERBB1;HER1;PIG61;mENA;	1956	HGNC:3236	EGFR	http://www.ncbi.nlm.nih.gov/gene/?term=1956	epidermal growth factor receptor	PR:000006933	epidermal growth factor receptor	ERBB1;receptor tyrosine-protein kinase erbB-1;EGFR;proto-oncogene c-ErbB-1;	9606	EGFR_HUMAN	Epidermal growth factor receptor
ANA83	EPO	EP;MVCD2;	2056	HGNC:3415	EPO	http://www.ncbi.nlm.nih.gov/gene/?term=2056	erythropoietin	PR:000007141	erythropoietin	epoetin;EPO;	9606	EPO_HUMAN	Erythropoietin
ANA84	EPOR	EPO-R;	2057	HGNC:3416	EPOR	http://www.ncbi.nlm.nih.gov/gene/?term=2057	erythropoietin receptor	PR:000007142	erythropoietin receptor	EPO-R;EPOR;	9606	EPOR_HUMAN	Erythropoietin receptor
ANA85	FAS	RP11-399O19.7;ALPS1A;APO-1;APT1;CD951;FASTM;TNFRSF6;FAS;	355	HGNC:11920	FAS	http://www.ncbi.nlm.nih.gov/gene/?term=355	Fas cell surface death receptor	PR:000001962	tumor necrosis factor receptor superfamily member 6	APT1;CD95;FASPRO-short-label;FAS1;FASLG receptor;TNFRSF6;apo-1 antigen;apoptosis-mediating surface antigen FAS;	9606	TNR6_HUMAN	Tumor necrosis factor receptor superfamily member 6
ANA86	FASLG	APTL;FASL;CD178;CD95L;ALPS1B;CD95-L;TNFSF6;APT1LG1	356	HGNC:11936	FASLG	http://www.ncbi.nlm.nih.gov/gene/?term=356	Fas ligand (TNF superfamily, member 6)	PR:000000095	fas ligand, TNF-like 	APT1LG1;APTL;CD178;CD95 ligand;CD95-L;CD95L;FASL;FASLGPRO-short-label;Fas antigen ligand;Fas ligand;TNFSF6;apoptosis antigen ligand;	9606	TNFL6_HUMAN	Tumor necrosis factor ligand superfamily member 6
ANA87	FGF1	AFGF;ECGF;FGFA;ECGFA;ECGFB;FGF-1;HBGF1;HBGF-1;GLIO703;ECGF-beta;FGF-alpha;	2246	HGNC:3665	FGF1	http://www.ncbi.nlm.nih.gov/gene/?term=2246	fibroblast growth factor 1 (acidic)	PR:000007479	heparin-binding growth factor 1	ECGF-beta;FGF1PRO-short-label;FGFA (RELATED);Fgf-1 (RELATED);HBGF-1;aFGF;acidic fibroblast growth factor;beta-endothelial cell growth factor;heparin-binding growth factor 1;	9606	FGF1_HUMAN	Fibroblast growth factor 1
ANA675	Tnfrsf13b	RP23-55I2.2;1200009E08Rik;Taci;	57916	MGI:1889411	Tnfrsf13b	http://www.ncbi.nlm.nih.gov/gene/?term=57916	tumor necrosis factor receptor superfamily, member 13b	PR:000001956	tumor necrosis factor receptor superfamily member 13B	TNFRSF13B;TACI;CD267;transmembrane activator and CAML interactor;	10090	TR13B_MOUSE	Tumor necrosis factor receptor superfamily member 13B
ANA676	Tnfrsf14	RP24-89N4.1;Atar;HveA;Hvem;Tnfrs14;	230979	MGI:2675303	Tnfrsf14	http://www.ncbi.nlm.nih.gov/gene/?term=230979	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	PR:000016481	tumor necrosis factor receptor superfamily member 14	herpesvirus entry mediator A;HVEM;tumor necrosis factor receptor-like 2;HveA;CD270;TNFRSF14;TR2;herpes virus entry mediator A;	10090	Q80WM9_MOUSE	-
ANA677	Tnfrsf17	BCM;BCMA;Tnfrsf13;Tnfrsf13a;	21935	MGI:1343050	Tnfrsf17	http://www.ncbi.nlm.nih.gov/gene/?term=21935	tumor necrosis factor receptor superfamily, member 17	PR:000001406	tumor necrosis factor receptor superfamily member 17	B-cell maturation protein;BCM;BCMA;CD269;TNFRSF17;	10090	TNR17_MOUSE	Tumor necrosis factor receptor superfamily member 17
ANA678	Tnfrsf18	RP23-118E21.6;AITR;Gitr;	21936	MGI:894675	Tnfrsf18	http://www.ncbi.nlm.nih.gov/gene/?term=21936	tumor necrosis factor receptor superfamily, member 18	PR:000016482	tumor necrosis factor receptor superfamily member 18	AITR;GITR;TNFRSF18;CD357;glucocorticoid-induced TNFR-related protein;activation-inducible TNFR family receptor;	10090	TNR18_MOUSE	Tumor necrosis factor receptor superfamily member 18
ANA679	Tnfrsf1a	CD120a;FPF;TNF-R;TNF-R-I;TNF-R1;TNF-R55;TNF-alphaR1;TNFAR;TNFR60;TNFRI;TNFRp55;TNFalpha-R1;Tnfr-2;Tnfr1;p55;p55-R;	21937	MGI:1314884	Tnfrsf1a	http://www.ncbi.nlm.nih.gov/gene/?term=21937	tumor necrosis factor receptor superfamily, member 1a	PR:000001958	tumor necrosis factor receptor superfamily member 1A	TNFR1;TNF-R1;tumor necrosis factor receptor type I;tumor necrosis factor receptor 1;TNFR-I;p60;CD120a;TNF-RI;TNFAR;Tnfr-1;TNFRSF1A;p55;	10090	TNR1A_MOUSE	Tumor necrosis factor receptor superfamily member 1A
ANA68	CXCL2	GRO2;GROb;MIP2;MIP2A;SCYB2;MGSA-b;MIP-2a;CINC-2a;	2920	HGNC:4603	MIP2	http://www.ncbi.nlm.nih.gov/gene/?term=2920	chemokine (C-X-C motif) ligand 2	PR:000006069	C-X-C motif chemokine 2	macrophage inflammatory protein 2-alpha;Mip-2;SCYB2;GROB;MIP2-alpha;CXCL2;MIP2;growth-regulated protein beta;Gro-beta;macrophage inflammatory protein 2;GRO2;MIP2A;	9606	CXCL2_HUMAN	GRO-beta(5-73)
ANA680	Tnfrsf1b	RP23-157J11.1;CD120b;TNF-R-II;TNF-R2;TNF-R75;TNF-alphaR2;TNFBR;TNFR80;TNFRII;TNFalpha-R2;Tnfr-1;Tnfr2;p75;	21938	MGI:1314883	Tnfrsf1b	http://www.ncbi.nlm.nih.gov/gene/?term=21938	tumor necrosis factor receptor superfamily, member 1b	PR:000001959	tumor necrosis factor receptor superfamily member 1B	p80 TNF-alpha receptor;TNFRSF1B;tumor necrosis factor receptor 2;TNF-R2;etanercept;p75;CD120b;TNFR-II;TNF-RII;TNFBR;tumor necrosis factor receptor type II;Tnfr-2;TNFR2;	10090	TNR1B_MOUSE	Tumor necrosis factor receptor superfamily member 1B
ANA681	Tnfrsf25	RP23-284C20.2;APO-3;DDR3;DR3;LARD;TR3;TRAMP;Tnfrsf12;WSL-1;WSL-LR;Wsl;	85030	MGI:1934667	Tnfrsf25	http://www.ncbi.nlm.nih.gov/gene/?term=85030	tumor necrosis factor receptor superfamily, member 25	PR:000016485	tumor necrosis factor receptor superfamily member 25	APO3;DDR3;DR3;LARD;TNFRSF12;TNFRSF25;WSL;WSL1;apo-3;apoptosis-inducing receptor AIR;apoptosis-mediating receptor DR3;apoptosis-mediating receptor TRAMP;death receptor 3;lymphocyte-associated receptor of death;protein WSL;protein WSL-1;	10090	Q8VD70_MOUSE	-
ANA682	Tnfrsf4	RP23-118E21.5;ACT35;CD134;Ly-70;Ox40;TXGP1L;Txgp1;	22163	MGI:104512	Tnfrsf4	http://www.ncbi.nlm.nih.gov/gene/?term=22163	tumor necrosis factor receptor superfamily, member 4	PR:000001960	tumor necrosis factor receptor superfamily member 4	ACT35 antigen;CD134;OX40 antigen;OX40L receptor;Ox40;TAX transcriptionally-activated glycoprotein 1 receptor;TNFRSF4;TXGP1L;Txgp1;	10090	TNR4_MOUSE	Tumor necrosis factor receptor superfamily member 4
ANA683	Tnfrsf8	RP23-306F22.1;Cd30;D1S166E;Ki;Ki-1;	21941	MGI:99908	Tnfrsf8	http://www.ncbi.nlm.nih.gov/gene/?term=21941	tumor necrosis factor receptor superfamily, member 8	PR:000001964	tumor necrosis factor receptor superfamily member 8	lymphocyte activation antigen CD30;TNFRSF8;CD30;D1S166E;Ki-1 antigen;CD30L receptor;	10090	TNR8_MOUSE	Tumor necrosis factor receptor superfamily member 8
ANA684	Tnfrsf9	RP23-272N19.6;4-1BB;A930040I11Rik;AA408498;AI325004;CDw137;Cd137;ILA;Ly63;	21942	MGI:1101059	Tnfrsf9	http://www.ncbi.nlm.nih.gov/gene/?term=21942	tumor necrosis factor receptor superfamily, member 9	PR:000001965	tumor necrosis factor receptor superfamily member 9	T-cell antigen ILA;T-cell antigen 4-1BB;CD137;4-1BB ligand receptor;Ly63;T-cell antigen 4-1BB homolog;CDw137;TNFRSF9;ILA;	10090	TNR9_MOUSE	Tumor necrosis factor receptor superfamily member 9
ANA685	Tnfsf10	TL2;Ly81;Trail;APO-2L;AI448571;A330042I21Rik;	22035	MGI:107414	Tnfsf10	http://www.ncbi.nlm.nih.gov/gene/?term=22035	tumor necrosis factor (ligand) superfamily, member 10	PR:000002106	tumor necrosis factor ligand superfamily member 10	APO2L;CD253;TNF-related apoptosis-inducing ligand;TNFSF10;TRAIL;apo-2 ligand;apo-2L;protein TRAIL;	10090	TNF10_MOUSE	Tumor necrosis factor ligand superfamily member 10
ANA686	Tnfsf11	ODF;OPG;OPGL;RANKL;Ly109l;Trance;	21943	MGI:1100089	Tnfsf11	http://www.ncbi.nlm.nih.gov/gene/?term=21943	tumor necrosis factor (ligand) superfamily, member 11	PR:000002107	tumor necrosis factor ligand superfamily member 11	RANKL;TNFSF11;ODF;TNF-related activation-induced cytokine;OPGL;CD254;osteoprotegerin ligand;receptor activator of nuclear factor kappa-B ligand;osteoclast differentiation factor;TRANCE;	10090	TNF11_MOUSE	Tumor necrosis factor ligand superfamily member 11, soluble form
ANA687	Tnfsf12	Dr3l;Apo3l;Dr3lg;Tweak;	21944	MGI:1196259	Tnfsf12	http://www.ncbi.nlm.nih.gov/gene/?term=21944	tumor necrosis factor (ligand) superfamily, member 12	PR:000016487	tumor necrosis factor ligand superfamily member 12	APO3 ligand;DR3LG;APO3L;TNF-related weak inducer of apoptosis;TWEAK;TNFSF12;	10090	TNF12_MOUSE	Tumor necrosis factor ligand superfamily member 12, secreted form
ANA688	Tnfsf13	April;Tall2;Trdl1;2310026N09Rik;	69583	MGI:1916833	Tnfsf13	http://www.ncbi.nlm.nih.gov/gene/?term=69583	tumor necrosis factor (ligand) superfamily, member 13	PR:000001947	tumor necrosis factor ligand superfamily member 13	ZTNF2;TNF-related death ligand 1;A proliferation-inducing ligand;TNFSF13;CD256;TALL-2;APRIL;TNF- and APOL-related leukocyte expressed ligand 2;TRDL-1;TALL2;	10090	TNF13_MOUSE	Tumor necrosis factor ligand superfamily member 13
ANA689	Tnfsf13b	BAFF;BLyS;TALL1;THANK;zTNF4;TALL-1;TNFSF20;D8Ertd387e;	24099	MGI:1344376	Tnfsf13b	http://www.ncbi.nlm.nih.gov/gene/?term=24099	tumor necrosis factor (ligand) superfamily, member 13b	PR:000001948	tumor necrosis factor ligand superfamily member 13B	BLyS;TNFSF20;TNF- and APOL-related leukocyte expressed ligand 1;CD257;B lymphocyte stimulator;TALL1;BAFF;ZTNF4;TALL-1;B-cell-activating factor;TNFSF13B;dendritic cell-derived TNF-like molecule;	10090	TN13B_MOUSE	Tumor necrosis factor ligand superfamily member 13b, soluble form
ANA88	FGF2	BFGF;FGFB;FGF-2;HBGF-2;	2247	HGNC:3676	FGFB	http://www.ncbi.nlm.nih.gov/gene/?term=2247	fibroblast growth factor 2 (basic)	PR:000007489	fibroblast growth factor 2	BFGF;FGF2PRO-short-label;FGFB (RELATED);Fgf-2 (RELATED);HBGF-2;basic fibroblast growth factor;heparin-binding growth factor 2;	9606	FGF2_HUMAN	Fibroblast growth factor 2
ANA89	FLT3	RP11-153M24.3;CD135;FLK-2;FLK2;STK1;	2322	HGNC:3765	FLT3	http://www.ncbi.nlm.nih.gov/gene/?term=2322	fms-related tyrosine kinase 3	PR:000002001	receptor-type tyrosine-protein kinase FLT3	CD135;FLK-2;FLT-3;FLT3;Fms-like tyrosine kinase 3;STK-1;STK1;fetal liver kinase 2;stem cell tyrosine kinase 1;tyrosine-protein kinase FLT3;tyrosine-protein kinase receptor FLT3;tyrosine-protein kinase receptor flk-2;	9606	FLT3_HUMAN	Receptor-type tyrosine-protein kinase FLT3
ANA9	CCL18	CKb7;PARC;AMAC1;DCCK1;MIP-4;AMAC-1;DC-CK1;SCYA18;	6362	HGNC:10616	CCL18	http://www.ncbi.nlm.nih.gov/gene/?term=6362	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	PR:000001990	C-C motif chemokine 18	pulmonary and activation-regulated chemokine;dendritic cell chemokine 1;AMAC-1;MIP4;alternative macrophage activation-associated CC chemokine 1;PARC;DCCK1;AMAC1;macrophage inflammatory protein 4;CC chemokine PARC;SCYA18;MIP-4;small-inducible cytokine A18;DC-CK1;CCL18;	9606	CCL18_HUMAN	CCL18(4-69)
ANA90	FLT3LG	FL;FLT3L;	2323	HGNC:3766	FLT3LG	http://www.ncbi.nlm.nih.gov/gene/?term=2323	fms-related tyrosine kinase 3 ligand	PR:000007564	fms-related tyrosine kinase 3 ligand	FLT3LG;Flt3L;flt3 ligand;	9606	FLT3L_HUMAN	Fms-related tyrosine kinase 3 ligand
ANA91	GDF15	PDF;MIC1;PLAB;MIC-1;NAG-1;PTGFB;GDF-15;	9518	HGNC:30142	GDF15	http://www.ncbi.nlm.nih.gov/gene/?term=9518	growth differentiation factor 15	PR:000007920	growth/differentiation factor 15	GDF-15;Sbf;NAG-1;prostate differentiation factor;macrophage inhibitory cytokine 1;placental TGF-beta;GDF15;NRG-1;PTGFB;NSAID-regulated gene 1 protein;PDF;placental bone morphogenetic protein;MIC1;NSAID-activated gene 1 protein;PLAB;MIC-1;	9606	GDF15_HUMAN	Growth/differentiation factor 15
ANA92	HGF	SF;HGFB;HPTA;F-TCF;DFNB39;	3082	HGNC:4893	HGF	http://www.ncbi.nlm.nih.gov/gene/?term=3082	hepatocyte growth factor (hepapoietin A; scatter factor)	PR:000008534	hepatocyte growth factor	hepatopoeitin-A;HGF;scatter factor;HPTA;SF;	9606	HGF_HUMAN	Hepatocyte growth factor beta chain
ANA93	IFNA1	IFL;IFN;IFNA;IFNA13;IFN-ALPHA;IFN-alphaD;	3439	HGNC:5417	IFNA1	http://www.ncbi.nlm.nih.gov/gene/?term=3439	interferon, alpha 1	PR:000009177	interferon alpha-1	-	9606	IFNA1_HUMAN	Interferon alpha-1/13
ANA94	IFNA10	IFN-alphaC;	3446	HGNC:5418	IFNA10	http://www.ncbi.nlm.nih.gov/gene/?term=3446	interferon, alpha 10	PR:000008911	interferon alpha-10	interferon alpha-C;IFN-alpha-10;interferon alpha-6L;LeIF C;IFNA10;	9606	IFN10_HUMAN	Interferon alpha-10
ANA95	IFNA13	-	3447	HGNC:5419	IFNA13	http://www.ncbi.nlm.nih.gov/gene/?term=3447	interferon, alpha 13	PR:000032985	interferon alpha-13	Ifna13;IFN-alpha-13;	9606	IFNA1_HUMAN	Interferon alpha-1/13
ANA96	IFNA14	LEIF2H;IFN-alphaH;	3448	HGNC:5420	IFNA14	http://www.ncbi.nlm.nih.gov/gene/?term=3448	interferon, alpha 14	PR:000008912	interferon alpha-14	IFNA14;interferon lambda-2-H;interferon alpha-H;IFN-alpha-14;LeIF H;	9606	IFN14_HUMAN	Interferon alpha-14
ANA97	IFNA16	IFN-alphaO;	3449	HGNC:5421	IFNA16	http://www.ncbi.nlm.nih.gov/gene/?term=3449	interferon, alpha 16	PR:000008913	interferon alpha-16	interferon alpha-WA;IFN-alpha-16;IFNA16;	9606	IFN16_HUMAN	Interferon alpha-16
ANA98	IFNA17	IFNA;INFA;LEIF2C1;IFN-alphaI;	3451	HGNC:5422	IFNA17	http://www.ncbi.nlm.nih.gov/gene/?term=3451	interferon, alpha 17	PR:000008914	interferon alpha-17	LeIF I;interferon alpha-T;interferon alpha-I';interferon alpha-88;IFNA17;IFN-alpha-17;	9606	IFN17_HUMAN	Interferon alpha-17
ANA99	IFNA2	IFNA;INFA2;IFNA2B;IFN-alphaA;	3440	HGNC:5423	IFNA2	http://www.ncbi.nlm.nih.gov/gene/?term=3440	interferon, alpha 2	PR:000008915	interferon alpha-2	LeIF A;IFNA2;IFN-alpha-2;interferon alpha-A;	9606	IFNA2_HUMAN	Interferon alpha-2
